partId,name,type,image,price,manufacturer,partNum,createdAt,updatedAt
22,Intel Core i7-12700K 3.6 GHz 12-Core Processor (BX8071512700K),CPU,https://cdna.pcpartpicker.com/static/forever/images/product/3f7037db801def4db8418df8e7498e6a.256p.jpg,187,Intel,BX8071512700K,11/23/2024 21:46,11/23/2024 21:46
23,Intel Core i7-13700K 3.4 GHz 16-Core Processor (BX8071513700K),CPU,https://cdna.pcpartpicker.com/static/forever/images/product/2f3405387f23ab827695d966ea9f9682.256p.jpg,273.47,Intel,BX8071513700K,11/23/2024 21:46,11/23/2024 21:46
24,Intel Core i7-12700KF 3.6 GHz 12-Core Processor (BX8071512700KF),CPU,https://cdna.pcpartpicker.com/static/forever/images/product/b69e4a2d3dd9f8fac9ed6bf1b631b0ce.256p.jpg,179.99,Intel,BX8071512700KF,11/23/2024 21:46,11/23/2024 21:46
25,Intel Core i7-14700KF 3.4 GHz 20-Core Processor (BX8071514700KF),CPU,https://cdna.pcpartpicker.com/static/forever/images/product/92061d6108d4c4bf0deb77943506df11.256p.jpg,314.99,Intel,BX8071514700KF,11/23/2024 21:46,11/23/2024 21:46
26,Intel Core i7-14700F 2.1 GHz 20-Core Processor (BX8071514700F),CPU,https://cdna.pcpartpicker.com/static/forever/images/product/367d869b80f32e8faa3075378677e28e.256p.jpg,317.22,Intel,BX8071514700F,11/23/2024 21:46,11/23/2024 21:46
27,Intel Core i7-13700KF 3.4 GHz 16-Core Processor (BX8071513700KF),CPU,https://cdna.pcpartpicker.com/static/forever/images/product/b2de198020c1bb1bda375064b94e60dc.256p.jpg,329.99,Intel,BX8071513700KF,11/23/2024 21:46,11/23/2024 21:46
28,Intel Core i9-13900KF 3 GHz 24-Core Processor (BX8071513900KF),CPU,https://cdna.pcpartpicker.com/static/forever/images/product/ef583b00501fbe1d9df909c3ffe2b413.256p.jpg,366.99,Intel,BX8071513900KF,11/23/2024 21:46,11/23/2024 21:46
29,Intel Core i7-12700F 2.1 GHz 12-Core Processor (BX8071512700F),CPU,https://cdna.pcpartpicker.com/static/forever/images/product/1d6c5691988047da895d68961c33fe95.256p.jpg,219.97,Intel,BX8071512700F,11/23/2024 21:46,11/23/2024 21:46
30,Intel Core i7-14700 2.1 GHz 20-Core Processor (BX8071514700),CPU,https://m.media-amazon.com/images/I/31wU3YIRf4L.jpg,324.99,Intel,BX8071514700,11/23/2024 21:46,11/23/2024 21:46
31,Intel Core i7-13700F 2.1 GHz 16-Core Processor (BX8071513700F),CPU,https://cdna.pcpartpicker.com/static/forever/images/product/e02f59843736d101374f75d18c244a30.256p.jpg,292.99,Intel,BX8071513700F,11/23/2024 21:46,11/23/2024 21:46
32,Intel Core i7-12700 2.1 GHz 12-Core Processor (BX8071512700),CPU,https://cdna.pcpartpicker.com/static/forever/images/product/c8944273cfc755a0b216001a90b9fba2.256p.jpg,261.07,Intel,BX8071512700,11/23/2024 21:46,11/23/2024 21:46
33,Intel Core i7-13700 2.1 GHz 16-Core Processor (BX8071513700),CPU,https://cdna.pcpartpicker.com/static/forever/images/product/e02f59843736d101374f75d18c244a30.256p.jpg,319.99,Intel,BX8071513700,11/23/2024 21:46,11/23/2024 21:46
34,Intel Core i5-12400F 2.5 GHz 6-Core Processor (BX8071512400F),CPU,https://cdna.pcpartpicker.com/static/forever/images/product/5fe3c9cc8cbaaa4aa52aed7389d2cc10.256p.jpg,111.34,Intel,BX8071512400F,11/23/2024 21:46,11/23/2024 21:46
35,Intel Core i5-12600KF 3.7 GHz 10-Core Processor (BX8071512600KF),CPU,https://cdna.pcpartpicker.com/static/forever/images/product/01163d618db9518d03041c9997e23bb1.256p.jpg,129.99,Intel,BX8071512600KF,11/23/2024 21:46,11/23/2024 21:46
36,Intel Core i5-13600K 3.5 GHz 14-Core Processor (BX8071513600K),CPU,https://cdna.pcpartpicker.com/static/forever/images/product/535b5631a223b77657804c8144c1277e.256p.jpg,234.99,Intel,BX8071513600K,11/23/2024 21:46,11/23/2024 21:46
37,Intel Core i5-12600K 3.7 GHz 10-Core Processor (BX8071512600K),CPU,https://cdna.pcpartpicker.com/static/forever/images/product/3f727799b9fc5e83f0e8953759946bd2.256p.jpg,149.99,Intel,BX8071512600K,11/23/2024 21:46,11/23/2024 21:46
38,Intel Core i5-14600KF 3.5 GHz 14-Core Processor (BX8071514600KF),CPU,https://cdna.pcpartpicker.com/static/forever/images/product/c8f65245aff45313f03aaad255078883.256p.jpg,199.99,Intel,BX8071514600KF,11/23/2024 21:46,11/23/2024 21:46
39,Intel Core i5-13600KF 3.5 GHz 14-Core Processor (BX8071513600KF),CPU,https://cdna.pcpartpicker.com/static/forever/images/product/d151778af9f52d6ab1f9475a0ae84dc0.256p.jpg,175,Intel,BX8071513600KF,11/23/2024 21:46,11/23/2024 21:46
40,Intel Core i5-14600K 3.5 GHz 14-Core Processor (BX8071514600K),CPU,https://cdna.pcpartpicker.com/static/forever/images/product/c8f65245aff45313f03aaad255078883.256p.jpg,214.99,Intel,BX8071514600K,11/23/2024 21:46,11/23/2024 21:46
41,Intel Core i5-13400F 2.5 GHz 10-Core Processor (BX8071513400F),CPU,https://cdna.pcpartpicker.com/static/forever/images/product/17d82d241bff0efdd1c32fbcf9822c14.256p.jpg,162.58,Intel,BX8071513400F,11/23/2024 21:46,11/23/2024 21:46
42,Intel Core i5-14400F 2.5 GHz 10-Core Processor (BX8071514400F),CPU,https://cdna.pcpartpicker.com/static/forever/images/product/1a89e55daad13315da1822c1630dc26c.256p.jpg,175.79,Intel,BX8071514400F,11/23/2024 21:46,11/23/2024 21:46
43,Intel Core i5-12400 2.5 GHz 6-Core Processor (BX8071512400),CPU,https://cdna.pcpartpicker.com/static/forever/images/product/331bcd7f5044608c8b4e0a2437219229.256p.jpg,132.72,Intel,BX8071512400,11/23/2024 21:46,11/23/2024 21:46
44,Intel Core i5-13400 2.5 GHz 10-Core Processor (BX8071513400),CPU,https://cdna.pcpartpicker.com/static/forever/images/product/1fa41c2b4b5cf8ab078c42259685c8ed.256p.jpg,169.99,Intel,BX8071513400,11/23/2024 21:46,11/23/2024 21:46
45,Intel Core i5-14500 2.6 GHz 14-Core Processor (BX8071514500),CPU,https://cdna.pcpartpicker.com/static/forever/images/product/c70c79371c7131082c89348493ae7998.256p.jpg,239.99,Intel,BX8071514500,11/23/2024 21:46,11/23/2024 21:46
46,Intel Core i5-14400 2.5 GHz 10-Core Processor (BX8071514400),CPU,https://cdna.pcpartpicker.com/static/forever/images/product/be9f67b5c1dc033e0373e28beba6a220.256p.jpg,210.47,Intel,BX8071514400,11/23/2024 21:46,11/23/2024 21:46
47,Intel Core i5-13500 2.5 GHz 14-Core Processor (BX8071513500),CPU,https://cdna.pcpartpicker.com/static/forever/images/product/6afcbca8a6703a4c42dba3d6c4720724.256p.jpg,243.47,Intel,BX8071513500,11/23/2024 21:46,11/23/2024 21:46
48,Intel Core i5-12500 3 GHz 6-Core Processor (BX8071512500),CPU,https://cdna.pcpartpicker.com/static/forever/images/product/a2eebdda7c48c480719d4cb491f660dc.256p.jpg,188.68,Intel,BX8071512500,11/23/2024 21:46,11/23/2024 21:46
49,Intel Core i5-12600 3.3 GHz 6-Core Processor (BX8071512600),CPU,https://cdna.pcpartpicker.com/static/forever/images/product/7a8133e4d1ab12830ce867e2958bbc2b.256p.jpg,249.99,Intel,BX8071512600,11/23/2024 21:46,11/23/2024 21:46
50,Intel Core i3-12100F 3.3 GHz Quad-Core Processor (BX8071512100F),CPU,https://cdna.pcpartpicker.com/static/forever/images/product/c67d8f42c0e57b268f068172e9a3f571.256p.jpg,76.52,Intel,BX8071512100F,11/23/2024 21:46,11/23/2024 21:46
51,Intel Core i3-13100F 3.4 GHz Quad-Core Processor (BX8071513100F),CPU,https://cdna.pcpartpicker.com/static/forever/images/product/735d84f17256242adcfad88d56d590bf.256p.jpg,79,Intel,BX8071513100F,11/23/2024 21:46,11/23/2024 21:46
52,Intel Core i3-14100F 3.5 GHz Quad-Core Processor (BX8071514100F),CPU,https://cdna.pcpartpicker.com/static/forever/images/product/874cc0e600bde06d75755309677a87e2.256p.jpg,90.48,Intel,BX8071514100F,11/23/2024 21:46,11/23/2024 21:46
53,Intel Core i3-12100 3.3 GHz Quad-Core Processor (BX8071512100),CPU,https://cdna.pcpartpicker.com/static/forever/images/product/7fc9bd473f09de3bff4a5a44e832f399.256p.jpg,113.58,Intel,BX8071512100,11/23/2024 21:46,11/23/2024 21:46
54,Intel Core i3-14100 3.5 GHz Quad-Core Processor (BX8071514100),CPU,https://cdna.pcpartpicker.com/static/forever/images/product/874cc0e600bde06d75755309677a87e2.256p.jpg,119.97,Intel,BX8071514100,11/23/2024 21:46,11/23/2024 21:46
55,Intel Core i3-13100 3.4 GHz Quad-Core Processor (BX8071513100),CPU,https://cdna.pcpartpicker.com/static/forever/images/product/a11139b5e266b9760da436a86b407035.256p.jpg,127.07,Intel,BX8071513100,11/23/2024 21:46,11/23/2024 21:46
56,AMD Ryzen 9 7950X3D 4.2 GHz 16-Core Processor (100-100000908WOF),CPU,https://cdna.pcpartpicker.com/static/forever/images/product/4f8b13807b9b9e2ab921ddb6e6e81afb.256p.jpg,596.99,AMD,100-100000908WOF,11/24/2024 4:52,11/24/2024 4:52
57,AMD Ryzen 9 9950X 4.3 GHz 16-Core Processor (100-100001277WOF),CPU,https://cdna.pcpartpicker.com/static/forever/images/product/53669af807496f1034349a25fc685672.256p.jpg,681.99,AMD,100-100001277WOF,11/24/2024 4:52,11/24/2024 4:52
58,AMD Ryzen 9 7900X 4.7 GHz 12-Core Processor (100-100000589WOF),CPU,https://cdna.pcpartpicker.com/static/forever/images/product/8de723005cfc1b85071c4abf4d76bd4e.256p.jpg,326.92,AMD,100-100000589WOF,11/24/2024 4:52,11/24/2024 4:52
59,AMD Ryzen 9 9900X 4.4 GHz 12-Core Processor (100-100000662WOF),CPU,https://cdna.pcpartpicker.com/static/forever/images/product/8148c56c91723188e32a508682fa9854.256p.jpg,382.55,AMD,100-100000662WOF,11/24/2024 4:52,11/24/2024 4:52
60,AMD Ryzen 9 5900X 3.7 GHz 12-Core Processor (100-100000061WOF),CPU,https://cdna.pcpartpicker.com/static/forever/images/product/1d7073a2deda3bd22963a7e248bbe3e4.256p.jpg,226.96,AMD,100-100000061WOF,11/24/2024 4:52,11/24/2024 4:52
61,AMD Ryzen 9 7950X 4.5 GHz 16-Core Processor (100-100000514WOF),CPU,https://cdna.pcpartpicker.com/static/forever/images/product/8de723005cfc1b85071c4abf4d76bd4e.256p.jpg,466.99,AMD,100-100000514WOF,11/24/2024 4:52,11/24/2024 4:52
62,AMD Ryzen 9 7900X3D 4.4 GHz 12-Core Processor (100-100000909WOF),CPU,https://cdna.pcpartpicker.com/static/forever/images/product/98c4874ed550e2bbcc2d29d67177ddc8.256p.jpg,568.99,AMD,100-100000909WOF,11/24/2024 4:52,11/24/2024 4:52
63,AMD Ryzen 9 5950X 3.4 GHz 16-Core Processor (100-100000059WOF),CPU,https://cdna.pcpartpicker.com/static/forever/images/product/1d7073a2deda3bd22963a7e248bbe3e4.256p.jpg,315.75,AMD,100-100000059WOF,11/24/2024 4:52,11/24/2024 4:52
64,AMD Ryzen 9 7900 3.6 GHz 12-Core Processor (100-100000590BOX),CPU,https://cdna.pcpartpicker.com/static/forever/images/product/119ef93ef95a60950418031082149c5b.256p.jpg,409.5,AMD,100-100000590BOX,11/24/2024 4:52,11/24/2024 4:52
65,AMD Ryzen 9 3900X 3.8 GHz 12-Core Processor (Ryzen 9 3900X),CPU,https://cdna.pcpartpicker.com/static/forever/images/product/14adcd1fc88ebf386b746037c966b6af.256p.jpg,370,AMD,Ryzen 9 3900X,11/24/2024 4:52,11/24/2024 4:52
66,AMD Ryzen 9 5900XT 3.3 GHz 16-Core Processor (100-100001581WOF),CPU,https://cdna.pcpartpicker.com/static/forever/images/product/36739b3a1511a7c493b2f987b43cd144.256p.jpg,299,AMD,100-100001581WOF,11/24/2024 4:52,11/24/2024 4:52
67,AMD Ryzen 9 3950X 3.5 GHz 16-Core Processor (100-100000051WOF),CPU,https://cdna.pcpartpicker.com/static/forever/images/product/bb4c0b72e3f78893b1e5b19ab570b2c1.256p.jpg,485.95,AMD,100-100000051WOF,11/24/2024 4:52,11/24/2024 4:52
68,AMD Ryzen 9 3900XT 3.8 GHz 12-Core Processor (100-100000277WOF),CPU,https://cdna.pcpartpicker.com/static/forever/images/product/bb4c0b72e3f78893b1e5b19ab570b2c1.256p.jpg,295,AMD,100-100000277WOF,11/24/2024 4:52,11/24/2024 4:52
69,AMD Ryzen 7 7800X3D 4.2 GHz 8-Core Processor (100-100000910WOF),CPU,https://cdna.pcpartpicker.com/static/forever/images/product/f0e0e59d75066ec825667b71c31e3c83.256p.jpg,458.98,AMD,100-100000910WOF,11/24/2024 5:18,11/24/2024 5:18
70,AMD Ryzen 7 9800X3D 4.7 GHz 8-Core Processor (100-1000001084WOF),CPU,https://cdna.pcpartpicker.com/static/forever/images/product/7e2d17b7b777f8b56e1b5119aa97be20.256p.jpg,669.9,AMD,100-1000001084WOF,11/24/2024 5:18,11/24/2024 5:18
71,AMD Ryzen 7 7700X 4.5 GHz 8-Core Processor (100-100000591WOF),CPU,https://cdna.pcpartpicker.com/static/forever/images/product/6d3fb7600f26fb1e94e8b0c1a99e0bfa.256p.jpg,259.99,AMD,100-100000591WOF,11/24/2024 5:18,11/24/2024 5:18
72,AMD Ryzen 7 5800X 3.8 GHz 8-Core Processor (100-100000063WOF),CPU,https://cdna.pcpartpicker.com/static/forever/images/product/9b4cefb2e43f2c358f3a97a31e1be90b.256p.jpg,174,AMD,100-100000063WOF,11/24/2024 5:18,11/24/2024 5:18
73,AMD Ryzen 7 5700X3D 3 GHz 8-Core Processor (100-100001503WOF),CPU,https://cdna.pcpartpicker.com/static/forever/images/product/7945bbda871bfbf95a9138fd184f4a6e.256p.jpg,199.99,AMD,100-100001503WOF,11/24/2024 5:18,11/24/2024 5:18
74,AMD Ryzen 7 9700X 3.8 GHz 8-Core Processor (100-100001404WOF),CPU,https://cdna.pcpartpicker.com/static/forever/images/product/a0f5a161d8c7ff3c6b0827423537a029.256p.jpg,317.57,AMD,100-100001404WOF,11/24/2024 5:18,11/24/2024 5:18
75,AMD Ryzen 7 5700X 3.4 GHz 8-Core Processor (100-100000926WOF),CPU,https://cdna.pcpartpicker.com/static/forever/images/product/a0931f2db7bb9c37a199429c85a0d2e1.256p.jpg,130,AMD,100-100000926WOF,11/24/2024 5:18,11/24/2024 5:18
76,AMD Ryzen 7 3700X 3.6 GHz 8-Core Processor (Ryzen 7 3700X),CPU,https://cdna.pcpartpicker.com/static/forever/images/product/23cd3adfd50037c1b44d6d53edb15248.256p.jpg,134.97,AMD,Ryzen 7 3700X,11/24/2024 5:18,11/24/2024 5:18
77,AMD Ryzen 7 7700 3.6 GHz 8-Core Processor (100-100000592BOX),CPU,https://cdna.pcpartpicker.com/static/forever/images/product/6e6bcad6744a6a7302394f2edf5a6e34.256p.jpg,263.98,AMD,100-100000592BOX,11/24/2024 5:18,11/24/2024 5:18
78,AMD Ryzen 7 5700G 3.8 GHz 8-Core Processor (100-100000263BOX),CPU,https://cdna.pcpartpicker.com/static/forever/images/product/f599944d7bed683e57062447764ce9d9.256p.jpg,159,AMD,100-100000263BOX,11/24/2024 5:18,11/24/2024 5:18
79,AMD Ryzen 7 8700G 4.2 GHz 8-Core Processor (100-100001236BOX),CPU,https://cdna.pcpartpicker.com/static/forever/images/product/e5ca60dc2137886fac6e13e30aad8ed9.256p.jpg,255,AMD,100-100001236BOX,11/24/2024 5:18,11/24/2024 5:18
80,AMD Ryzen 7 8700F 4.1 GHz 8-Core Processor (100-100001590BOX),CPU,https://cdna.pcpartpicker.com/static/forever/images/product/b6ab2ee57b91c56a92a3da6346e47627.256p.jpg,199,AMD,100-100001590BOX,11/24/2024 5:18,11/24/2024 5:18
81,AMD Ryzen 7 2700X 3.7 GHz 8-Core Processor (YD270XBGAFBOX),CPU,https://cdna.pcpartpicker.com/static/forever/images/product/4e84967ef18c9b42e543b58c836d73ef.256p.jpg,189,AMD,YD270XBGAFBOX,11/24/2024 5:18,11/24/2024 5:18
82,AMD Ryzen 7 3800X 3.9 GHz 8-Core Processor (Ryzen 7 3800X),CPU,https://cdna.pcpartpicker.com/static/forever/images/product/23cd3adfd50037c1b44d6d53edb15248.256p.jpg,199.99,AMD,Ryzen 7 3800X,11/24/2024 5:18,11/24/2024 5:18
83,AMD Ryzen 7 5800XT 3.8 GHz 8-Core Processor (100-100001582BOX),CPU,https://cdna.pcpartpicker.com/static/forever/images/product/ce5ffddc2c5a21f074f6abcc6e972249.256p.jpg,214.99,AMD,100-100001582BOX,11/24/2024 5:18,11/24/2024 5:18
84,AMD Ryzen 7 2700 3.2 GHz 8-Core Processor (YD2700BBAFBOX),CPU,https://cdna.pcpartpicker.com/static/forever/images/product/fee6d8b626235a58c1cc1577e6760118.256p.jpg,180,AMD,YD2700BBAFBOX,11/24/2024 5:18,11/24/2024 5:18
85,AMD Ryzen 7 1700 3 GHz 8-Core Processor (YD1700BBAEBOX),CPU,https://cdna.pcpartpicker.com/static/forever/images/product/d57406e2534cf5ae6cb9141e656374f4.256p.jpg,195,AMD,YD1700BBAEBOX,11/24/2024 5:18,11/24/2024 5:18
86,AMD Ryzen 7 1700X 3.4 GHz 8-Core Processor (YD170XBCAEWOF),CPU,https://cdna.pcpartpicker.com/static/forever/images/product/590d9c982550da4f2f69490c5f9c0902.256p.jpg,195,AMD,YD170XBCAEWOF,11/24/2024 5:18,11/24/2024 5:18
87,AMD Ryzen 7 1800X 3.6 GHz 8-Core Processor (YD180XBCAEWOF),CPU,https://cdna.pcpartpicker.com/static/forever/images/product/a12eab97aff3815b6707805450266034.256p.jpg,235,AMD,YD180XBCAEWOF,11/24/2024 5:18,11/24/2024 5:18
88,AMD Ryzen 5 7600X 4.7 GHz 6-Core Processor (100-100000593WOF),CPU,https://cdna.pcpartpicker.com/static/forever/images/product/fd6305088c9d16d59017b380fb9c408a.256p.jpg,194,AMD,100-100000593WOF,11/24/2024 13:04,11/24/2024 13:04
89,AMD Ryzen 5 5600X 3.7 GHz 6-Core Processor (100-100000065BOX),CPU,https://cdna.pcpartpicker.com/static/forever/images/product/3ef757133d38ac40afe75da691ba7d60.256p.jpg,105,AMD,100-100000065BOX,11/24/2024 13:04,11/24/2024 13:04
90,AMD Ryzen 5 7600 3.8 GHz 6-Core Processor (100-100001015BOX),CPU,https://cdna.pcpartpicker.com/static/forever/images/product/2533affcf07eede7f44393df1704eee8.256p.jpg,178.99,AMD,100-100001015BOX,11/24/2024 13:04,11/24/2024 13:04
91,AMD Ryzen 5 5500 3.6 GHz 6-Core Processor (100-100000457BOX),CPU,https://cdna.pcpartpicker.com/static/forever/images/product/49fca908d8863ded4df790bd3af6bc12.256p.jpg,83.56,AMD,100-100000457BOX,11/24/2024 13:04,11/24/2024 13:04
92,AMD Ryzen 5 5600 3.5 GHz 6-Core Processor (100-100000927BOX),CPU,https://cdna.pcpartpicker.com/static/forever/images/product/49fca908d8863ded4df790bd3af6bc12.256p.jpg,107.98,AMD,100-100000927BOX,11/24/2024 13:04,11/24/2024 13:04
93,AMD Ryzen 5 3600 3.6 GHz 6-Core Processor (Ryzen 5 3600),CPU,https://cdna.pcpartpicker.com/static/forever/images/product/c7baf2c9c9cc15ae23adb24c2f4316fc.256p.jpg,89.99,AMD,Ryzen 5 3600,11/24/2024 13:04,11/24/2024 13:04
94,AMD Ryzen 5 9600X 3.9 GHz 6-Core Processor (100-100001405WOF),CPU,https://cdna.pcpartpicker.com/static/forever/images/product/8a0df381931efb7323f458cfc42260f8.256p.jpg,246.99,AMD,100-100001405WOF,11/24/2024 13:04,11/24/2024 13:04
95,AMD Ryzen 5 5600G 3.9 GHz 6-Core Processor (100-100000252BOX),CPU,https://cdna.pcpartpicker.com/static/forever/images/product/1dd09dfdc581be6224a323d49d714c7f.256p.jpg,139.99,AMD,100-100000252BOX,11/24/2024 13:04,11/24/2024 13:04
96,AMD Ryzen 5 4500 3.6 GHz 6-Core Processor (100-100000644BOX),CPU,https://cdna.pcpartpicker.com/static/forever/images/product/e1f3bf613a5651db6f394c8dd41f0f15.256p.jpg,69,AMD,100-100000644BOX,11/24/2024 13:04,11/24/2024 13:04
97,AMD Ryzen 5 8600G 4.3 GHz 6-Core Processor (100-100001237BOX),CPU,https://cdna.pcpartpicker.com/static/forever/images/product/d5ae2e9f000a9c994f70e092b05c80ef.256p.jpg,160,AMD,100-100001237BOX,11/24/2024 13:04,11/24/2024 13:04
98,AMD Ryzen 5 8500G 4.1 GHz 6-Core Processor (100-100000931BOX),CPU,https://cdna.pcpartpicker.com/static/forever/images/product/2a87a9a2a5a34b013ae637285470d93a.256p.jpg,148.98,AMD,100-100000931BOX,11/24/2024 13:04,11/24/2024 13:04
99,AMD Ryzen 5 8400F 4.2 GHz 6-Core Processor (100-100001591BOX),CPU,https://cdna.pcpartpicker.com/static/forever/images/product/2c2a93ae222699dace151a0f718e21c0.256p.jpg,135,AMD,100-100001591BOX,11/24/2024 13:04,11/24/2024 13:04
100,AMD Ryzen 5 2600 3.4 GHz 6-Core Processor (YD2600BBAFBOX),CPU,https://cdna.pcpartpicker.com/static/forever/images/product/55aea2dd64e2e3a3e3b1d678048d8d76.256p.jpg,140,AMD,YD2600BBAFBOX,11/24/2024 13:04,11/24/2024 13:04
101,AMD Ryzen 5 4600G 3.7 GHz 6-Core Processor (100-100000147BOX),CPU,https://cdna.pcpartpicker.com/static/forever/images/product/29ffd579cd750d1f43cba3ba1c578d8c.256p.jpg,114.99,AMD,100-100000147BOX,11/24/2024 13:04,11/24/2024 13:04
102,AMD Ryzen 5 3600X 3.8 GHz 6-Core Processor (Ryzen 5 3600X),CPU,https://cdna.pcpartpicker.com/static/forever/images/product/c7baf2c9c9cc15ae23adb24c2f4316fc.256p.jpg,175,AMD,Ryzen 5 3600X,11/24/2024 13:04,11/24/2024 13:04
